TITLE;PRODUCTION_YEAR;SERIE_TITLE;SERIE_PROD_YEAR;SEASON_NR;EPISODE_NR;SERIES_YEARS;KIND;TITLELINK;PRODUCTIONYEARLINK;LINK;KEYWORD;NAME;GENDER;PERSON_INFO;INFO_CONTEXT;ROLE;ROLE_NAME;NOTE;NR_ORDER
Victòria! 3: El seny i la rauxa;1984;;;;;;movie;Victòria! La gran aventura dun poble;1983;follows;action;Garsaball, Pau;m;Barcelona, Barcelona, Catalonia, Spain;death notes;actor;Commissari Bravo Portillo;;
Victòria! 3: El seny i la rauxa;1984;;;;;;movie;Victòria! 2: La disbauxa del 17;1983;follows;action;Garsaball, Pau;m;December 1991;death date;actor;Commissari Bravo Portillo;;
Victòria! 3: El seny i la rauxa;1984;;;;;;movie;Victòria! La gran aventura dun poble;1983;follows;action;Garsaball, Pau;m;December 1991;death date;actor;Commissari Bravo Portillo;;
Victòria! 3: El seny i la rauxa;1984;;;;;;movie;Victòria! 2: La disbauxa del 17;1983;follows;action;Garsaball, Pau;m;Granollers, Barcelona, Catalonia, Spain;birth notes;actor;Commissari Bravo Portillo;;
Victòria! 3: El seny i la rauxa;1984;;;;;;movie;Victòria! La gran aventura dun poble;1983;follows;action;Garsaball, Pau;m;Granollers, Barcelona, Catalonia, Spain;birth notes;actor;Commissari Bravo Portillo;;
Victòria! La gran aventura dun poble;1983;;;;;;movie;Victòria! 2: La disbauxa del 17;1983;followed by;action;Garsaball, Pau;m;1920;birth date;actor;Commissari Bravo Portillo;;50
Victòria! La gran aventura dun poble;1983;;;;;;movie;Victòria! 3: El seny i la rauxa;1984;followed by;action;Garsaball, Pau;m;1920;birth date;actor;Commissari Bravo Portillo;;50
Victòria! La gran aventura dun poble;1983;;;;;;movie;Victòria! 2: La disbauxa del 17;1983;followed by;action;Garsaball, Pau;m;Barcelona, Barcelona, Catalonia, Spain;death notes;actor;Commissari Bravo Portillo;;50
Victòria! La gran aventura dun poble;1983;;;;;;movie;Victòria! 3: El seny i la rauxa;1984;followed by;action;Garsaball, Pau;m;Barcelona, Barcelona, Catalonia, Spain;death notes;actor;Commissari Bravo Portillo;;50
Victòria! La gran aventura dun poble;1983;;;;;;movie;Victòria! 2: La disbauxa del 17;1983;followed by;action;Garsaball, Pau;m;December 1991;death date;actor;Commissari Bravo Portillo;;50
Victòria! La gran aventura dun poble;1983;;;;;;movie;Victòria! 3: El seny i la rauxa;1984;followed by;action;Garsaball, Pau;m;December 1991;death date;actor;Commissari Bravo Portillo;;50
Victòria! La gran aventura dun poble;1983;;;;;;movie;Victòria! 2: La disbauxa del 17;1983;followed by;action;Garsaball, Pau;m;Granollers, Barcelona, Catalonia, Spain;birth notes;actor;Commissari Bravo Portillo;;50
Victòria! La gran aventura dun poble;1983;;;;;;movie;Victòria! 3: El seny i la rauxa;1984;followed by;action;Garsaball, Pau;m;Granollers, Barcelona, Catalonia, Spain;birth notes;actor;Commissari Bravo Portillo;;50
Lavi Bernat;1989;;;;;1989-????;tv series;;;;;Garsaball, Pau Jr.;m;1 February 1950;birth date;writer;;(writer);
Lavi Bernat;1989;;;;;1989-????;tv series;;;;;Garsaball, Pau Jr.;m;Barcelona, Barcelona, Catalonia, Spain;birth notes;writer;;(writer);
Vostè mateix;1993;;;;;1993-????;tv series;;;;;Garsaball, Pau Jr.;m;1 February 1950;birth date;writer;;(writer);
Vostè mateix;1993;;;;;1993-????;tv series;;;;;Garsaball, Pau Jr.;m;Barcelona, Barcelona, Catalonia, Spain;birth notes;writer;;(writer);
A la pálida luz de la luna;1985;;;;;;movie;;;;;González Sinde, José María;m;1941;birth date;director;;(as Jose Maria Gonzalez Sinde);
A la pálida luz de la luna;1985;;;;;;movie;;;;;González Sinde, José María;m;1941;birth date;writer;;(dialogue) (as Jose Maria Gonzalez Sinde);20
A la pálida luz de la luna;1985;;;;;;movie;;;;;González Sinde, José María;m;1941;birth date;writer;;(screenplay) (as Jose Maria Gonzalez Sinde);1010
A la pálida luz de la luna;1985;;;;;;movie;;;;;González Sinde, José María;m;20 December 1992;death date;director;;(as Jose Maria Gonzalez Sinde);
A la pálida luz de la luna;1985;;;;;;movie;;;;;González Sinde, José María;m;20 December 1992;death date;writer;;(dialogue) (as Jose Maria Gonzalez Sinde);20
A la pálida luz de la luna;1985;;;;;;movie;;;;;González Sinde, José María;m;20 December 1992;death date;writer;;(screenplay) (as Jose Maria Gonzalez Sinde);1010
A la pálida luz de la luna;1985;;;;;;movie;;;;;González Sinde, José María;m;Burgos, Castilla y León, Spain;birth notes;director;;(as Jose Maria Gonzalez Sinde);
A la pálida luz de la luna;1985;;;;;;movie;;;;;González Sinde, José María;m;Burgos, Castilla y León, Spain;birth notes;writer;;(dialogue) (as Jose Maria Gonzalez Sinde);20
A la pálida luz de la luna;1985;;;;;;movie;;;;;González Sinde, José María;m;Burgos, Castilla y León, Spain;birth notes;writer;;(screenplay) (as Jose Maria Gonzalez Sinde);1010
A la pálida luz de la luna;1985;;;;;;movie;;;;;González Sinde, José María;m;Madrid, Spain;death notes;director;;(as Jose Maria Gonzalez Sinde);
A la pálida luz de la luna;1985;;;;;;movie;;;;;González Sinde, José María;m;Madrid, Spain;death notes;writer;;(dialogue) (as Jose Maria Gonzalez Sinde);20
A la pálida luz de la luna;1985;;;;;;movie;;;;;González Sinde, José María;m;Madrid, Spain;death notes;writer;;(screenplay) (as Jose Maria Gonzalez Sinde);1010
Asignatura pendiente;1977;;;;;;movie;Arrebato;1980;referenced in;;González Sinde, José María;m;1941;birth date;producer;;(executive producer);
Asignatura pendiente;1977;;;;;;movie;Arrebato;1980;referenced in;;González Sinde, José María;m;1941;birth date;writer;;(screenplay);
Asignatura pendiente;1977;;;;;;movie;Arrebato;1980;referenced in;;González Sinde, José María;m;1941;birth date;writer;;(story);
Asignatura pendiente;1977;;;;;;movie;Arrebato;1980;referenced in;;González Sinde, José María Jr.;m;18 April 1968;birth date;actor;Child;;
Asignatura pendiente;1977;;;;;;movie;Arrebato;1980;referenced in;;González Sinde, José María;m;20 December 1992;death date;producer;;(executive producer);
Asignatura pendiente;1977;;;;;;movie;Arrebato;1980;referenced in;;González Sinde, José María;m;20 December 1992;death date;writer;;(screenplay);
Asignatura pendiente;1977;;;;;;movie;Arrebato;1980;referenced in;;González Sinde, José María;m;20 December 1992;death date;writer;;(story);
Asignatura pendiente;1977;;;;;;movie;Arrebato;1980;referenced in;;González Sinde, José María;m;Burgos, Castilla y León, Spain;birth notes;producer;;(executive producer);
Asignatura pendiente;1977;;;;;;movie;Arrebato;1980;referenced in;;González Sinde, José María;m;Burgos, Castilla y León, Spain;birth notes;writer;;(screenplay);
Asignatura pendiente;1977;;;;;;movie;Arrebato;1980;referenced in;;González Sinde, José María;m;Burgos, Castilla y León, Spain;birth notes;writer;;(story);
Asignatura pendiente;1977;;;;;;movie;Arrebato;1980;referenced in;;González Sinde, José María Jr.;m;Madrid, Spain;birth notes;actor;Child;;
Asignatura pendiente;1977;;;;;;movie;Arrebato;1980;referenced in;;González Sinde, José María;m;Madrid, Spain;death notes;producer;;(executive producer);
Asignatura pendiente;1977;;;;;;movie;Arrebato;1980;referenced in;;González Sinde, José María;m;Madrid, Spain;death notes;writer;;(screenplay);
Asignatura pendiente;1977;;;;;;movie;Arrebato;1980;referenced in;;González Sinde, José María;m;Madrid, Spain;death notes;writer;;(story);
Cazadores;1997;;;;;;movie;;;;;González Sinde, José María Jr.;m;18 April 1968;birth date;producer;;(executive producer);
Cazadores;1997;;;;;;movie;;;;;González Sinde, José María Jr.;m;Madrid, Spain;birth notes;producer;;(executive producer);
El día de la bestia;1995;;;;;;movie;;;;action;González Sinde, José María Jr.;m;18 April 1968;birth date;actor;Cura Organista;;510
El día de la bestia;1995;;;;;;movie;;;;comedy;González Sinde, José María Jr.;m;18 April 1968;birth date;actor;Cura Organista;;510
El día de la bestia;1995;;;;;;movie;;;;family;González Sinde, José María Jr.;m;18 April 1968;birth date;actor;Cura Organista;;510
El día de la bestia;1995;;;;;;movie;;;;thriller;González Sinde, José María Jr.;m;18 April 1968;birth date;actor;Cura Organista;;510
El día de la bestia;1995;;;;;;movie;;;;action;González Sinde, José María Jr.;m;Madrid, Spain;birth notes;actor;Cura Organista;;510
El día de la bestia;1995;;;;;;movie;;;;comedy;González Sinde, José María Jr.;m;Madrid, Spain;birth notes;actor;Cura Organista;;510
El día de la bestia;1995;;;;;;movie;;;;family;González Sinde, José María Jr.;m;Madrid, Spain;birth notes;actor;Cura Organista;;510
El día de la bestia;1995;;;;;;movie;;;;thriller;González Sinde, José María Jr.;m;Madrid, Spain;birth notes;actor;Cura Organista;;510
El gran mogollón;1982;;;;;;movie;;;;thriller;González Sinde, José María;m;1941;birth date;writer;;;
El gran mogollón;1982;;;;;;movie;;;;thriller;González Sinde, José María;m;20 December 1992;death date;writer;;;
El gran mogollón;1982;;;;;;movie;;;;thriller;González Sinde, José María;m;Burgos, Castilla y León, Spain;birth notes;writer;;;
El gran mogollón;1982;;;;;;movie;;;;thriller;González Sinde, José María;m;Madrid, Spain;death notes;writer;;;
El love feroz o Cuando los hijos juegan al amor;1975;;;;;;movie;;;;;González Sinde, José María;m;1941;birth date;producer;;(executive producer) (as José Mª González Sinde);
El love feroz o Cuando los hijos juegan al amor;1975;;;;;;movie;;;;;González Sinde, José María;m;20 December 1992;death date;producer;;(executive producer) (as José Mª González Sinde);
El love feroz o Cuando los hijos juegan al amor;1975;;;;;;movie;;;;;González Sinde, José María;m;Burgos, Castilla y León, Spain;birth notes;producer;;(executive producer) (as José Mª González Sinde);
El love feroz o Cuando los hijos juegan al amor;1975;;;;;;movie;;;;;González Sinde, José María;m;Madrid, Spain;death notes;producer;;(executive producer) (as José Mª González Sinde);
Gran Slalom;1996;;;;;;movie;;;;;González Sinde, José María Jr.;m;18 April 1968;birth date;writer;;(story);
Gran Slalom;1996;;;;;;movie;;;;;González Sinde, José María Jr.;m;Madrid, Spain;birth notes;writer;;(story);
La Celestina;1996;;;;;;movie;La Celestina;1983;version of;adult;González Sinde, José María Jr.;m;18 April 1968;birth date;miscellaneous crew;;(second production assistant) (as Jose M.ª Gonzalez Sinde Reig);
La Celestina;1996;;;;;;movie;La Celestina;1983;version of;adult;González Sinde, José María Jr.;m;Madrid, Spain;birth notes;miscellaneous crew;;(second production assistant) (as Jose M.ª Gonzalez Sinde Reig);
Las verdes praderas;1979;;;;;;movie;;;;;González Sinde, José María;m;1941;birth date;producer;;(executive producer);
Las verdes praderas;1979;;;;;;movie;;;;;González Sinde, José María;m;1941;birth date;writer;;(screenplay);
Las verdes praderas;1979;;;;;;movie;;;;;González Sinde, José María;m;1941;birth date;writer;;(story);
Las verdes praderas;1979;;;;;;movie;;;;;González Sinde, José María;m;20 December 1992;death date;producer;;(executive producer);
Las verdes praderas;1979;;;;;;movie;;;;;González Sinde, José María;m;20 December 1992;death date;writer;;(screenplay);
Las verdes praderas;1979;;;;;;movie;;;;;González Sinde, José María;m;20 December 1992;death date;writer;;(story);
Las verdes praderas;1979;;;;;;movie;;;;;González Sinde, José María;m;Burgos, Castilla y León, Spain;birth notes;producer;;(executive producer);
Las verdes praderas;1979;;;;;;movie;;;;;González Sinde, José María;m;Burgos, Castilla y León, Spain;birth notes;writer;;(screenplay);
Las verdes praderas;1979;;;;;;movie;;;;;González Sinde, José María;m;Burgos, Castilla y León, Spain;birth notes;writer;;(story);
Las verdes praderas;1979;;;;;;movie;;;;;González Sinde, José María;m;Madrid, Spain;death notes;producer;;(executive producer);
Las verdes praderas;1979;;;;;;movie;;;;;González Sinde, José María;m;Madrid, Spain;death notes;writer;;(screenplay);
Las verdes praderas;1979;;;;;;movie;;;;;González Sinde, José María;m;Madrid, Spain;death notes;writer;;(story);
Solos en la madrugada;1978;;;;;;movie;;;;;González Sinde, José María;m;1941;birth date;producer;;(producer);
Solos en la madrugada;1978;;;;;;movie;;;;;González Sinde, José María;m;1941;birth date;writer;;(screenplay);
Solos en la madrugada;1978;;;;;;movie;;;;;González Sinde, José María;m;1941;birth date;writer;;(story);
Solos en la madrugada;1978;;;;;;movie;;;;;González Sinde, José María Jr.;m;18 April 1968;birth date;actor;Pepito;(as José Marí González Sinde);70
Solos en la madrugada;1978;;;;;;movie;;;;;González Sinde, José María;m;20 December 1992;death date;producer;;(producer);
Solos en la madrugada;1978;;;;;;movie;;;;;González Sinde, José María;m;20 December 1992;death date;writer;;(screenplay);
Solos en la madrugada;1978;;;;;;movie;;;;;González Sinde, José María;m;20 December 1992;death date;writer;;(story);
Solos en la madrugada;1978;;;;;;movie;;;;;González Sinde, José María;m;Burgos, Castilla y León, Spain;birth notes;producer;;(producer);
Solos en la madrugada;1978;;;;;;movie;;;;;González Sinde, José María;m;Burgos, Castilla y León, Spain;birth notes;writer;;(screenplay);
Solos en la madrugada;1978;;;;;;movie;;;;;González Sinde, José María;m;Burgos, Castilla y León, Spain;birth notes;writer;;(story);
Solos en la madrugada;1978;;;;;;movie;;;;;González Sinde, José María Jr.;m;Madrid, Spain;birth notes;actor;Pepito;(as José Marí González Sinde);70
Solos en la madrugada;1978;;;;;;movie;;;;;González Sinde, José María;m;Madrid, Spain;death notes;producer;;(producer);
Solos en la madrugada;1978;;;;;;movie;;;;;González Sinde, José María;m;Madrid, Spain;death notes;writer;;(screenplay);
Solos en la madrugada;1978;;;;;;movie;;;;;González Sinde, José María;m;Madrid, Spain;death notes;writer;;(story);
Tres palabras;1993;;;;;;movie;;;;;González Sinde, José María Jr.;m;18 April 1968;birth date;miscellaneous crew;;(trainee production assistant);
Tres palabras;1993;;;;;;movie;;;;;González Sinde, José María Jr.;m;Madrid, Spain;birth notes;miscellaneous crew;;(trainee production assistant);
Viva la clase media;1980;;;;;;movie;;;;;González Sinde, José María;m;1941;birth date;director;;;
Viva la clase media;1980;;;;;;movie;;;;;González Sinde, José María;m;20 December 1992;death date;director;;;
Viva la clase media;1980;;;;;;movie;;;;;González Sinde, José María;m;Burgos, Castilla y León, Spain;birth notes;director;;;
Viva la clase media;1980;;;;;;movie;;;;;González Sinde, José María;m;Madrid, Spain;death notes;director;;;
Divinas palabras;1987;;;;;;movie;;;;;González Somoza, Tacho;m;1961;birth date;actor;;;
Divinas palabras;1987;;;;;;movie;;;;;González Somoza, Tacho;m;Vilagarcía de Arousa, Pontevedra, Galicia, Spain;birth notes;actor;;;
No somos nadie;1997;;;;;;movie;;;;;González, Tacho;m;1963;birth date;director;;;
No somos nadie;1997;;;;;;movie;;;;;González, Tacho;m;1963;birth date;writer;;;
No somos nadie;1997;;;;;;movie;;;;;González, Tacho;m;Granada, Andalucía, Spain;birth notes;director;;;
No somos nadie;1997;;;;;;movie;;;;;González, Tacho;m;Granada, Andalucía, Spain;birth notes;writer;;;
A repanocha;1996;;;;;1996-????;tv series;;;;;González Somoza, Tacho;m;1961;birth date;actor;Himself - Host;;
A repanocha;1996;;;;;1996-????;tv series;;;;;González Somoza, Tacho;m;Vilagarcía de Arousa, Pontevedra, Galicia, Spain;birth notes;actor;Himself - Host;;
Mar a mar;1991;;;;;1991-????;tv series;;;;;González Somoza, Tacho;m;1961;birth date;actor;Himself - Host;(1991);
Mar a mar;1991;;;;;1991-????;tv series;;;;;González Somoza, Tacho;m;Vilagarcía de Arousa, Pontevedra, Galicia, Spain;birth notes;actor;Himself - Host;(1991);
El tahúr;1979;;;;;;movie;;;;action;Junco Tassinari, Tito;m;3 October 1915;birth date;actor;;;50
El tahúr;1979;;;;;;movie;;;;action;Junco Tassinari, Tito;m;9 December 1983;death date;actor;;;50
El tahúr;1979;;;;;;movie;;;;action;Junco Tassinari, Tito;m;Gutierrez Zamora, Veracruz, Mexico;birth notes;actor;;;50
El tahúr;1979;;;;;;movie;;;;action;Junco Tassinari, Tito;m;Mexico City, Mexico (heart attack);death notes;actor;;;50
Guyana: Crime of the Century;1979;;;;;;movie;;;;action;Junco Tassinari, Tito;m;3 October 1915;birth date;actor;Thomas, Commune member;;180
Guyana: Crime of the Century;1979;;;;;;movie;;;;family;Junco Tassinari, Tito;m;3 October 1915;birth date;actor;Thomas, Commune member;;180
Guyana: Crime of the Century;1979;;;;;;movie;;;;thriller;Junco Tassinari, Tito;m;3 October 1915;birth date;actor;Thomas, Commune member;;180
Guyana: Crime of the Century;1979;;;;;;movie;;;;action;Junco Tassinari, Tito;m;9 December 1983;death date;actor;Thomas, Commune member;;180
Guyana: Crime of the Century;1979;;;;;;movie;;;;family;Junco Tassinari, Tito;m;9 December 1983;death date;actor;Thomas, Commune member;;180
Guyana: Crime of the Century;1979;;;;;;movie;;;;thriller;Junco Tassinari, Tito;m;9 December 1983;death date;actor;Thomas, Commune member;;180
Guyana: Crime of the Century;1979;;;;;;movie;;;;action;Junco Tassinari, Tito;m;Gutierrez Zamora, Veracruz, Mexico;birth notes;actor;Thomas, Commune member;;180
Guyana: Crime of the Century;1979;;;;;;movie;;;;family;Junco Tassinari, Tito;m;Gutierrez Zamora, Veracruz, Mexico;birth notes;actor;Thomas, Commune member;;180
Guyana: Crime of the Century;1979;;;;;;movie;;;;thriller;Junco Tassinari, Tito;m;Gutierrez Zamora, Veracruz, Mexico;birth notes;actor;Thomas, Commune member;;180
Guyana: Crime of the Century;1979;;;;;;movie;;;;action;Junco Tassinari, Tito;m;Mexico City, Mexico (heart attack);death notes;actor;Thomas, Commune member;;180
Guyana: Crime of the Century;1979;;;;;;movie;;;;family;Junco Tassinari, Tito;m;Mexico City, Mexico (heart attack);death notes;actor;Thomas, Commune member;;180
Guyana: Crime of the Century;1979;;;;;;movie;;;;thriller;Junco Tassinari, Tito;m;Mexico City, Mexico (heart attack);death notes;actor;Thomas, Commune member;;180
La cripta;1981;;;;;;movie;La rebelión de los pájaros;1982;referenced in;;Junco Tassinari, Tito;m;3 October 1915;birth date;actor;Antiguo jardinero;;90
La cripta;1981;;;;;;movie;La rebelión de los pájaros;1982;referenced in;;Junco Tassinari, Tito;m;9 December 1983;death date;actor;Antiguo jardinero;;90
La cripta;1981;;;;;;movie;La rebelión de los pájaros;1982;referenced in;;Junco Tassinari, Tito;m;Gutierrez Zamora, Veracruz, Mexico;birth notes;actor;Antiguo jardinero;;90
La cripta;1981;;;;;;movie;La rebelión de los pájaros;1982;referenced in;;Junco Tassinari, Tito;m;Mexico City, Mexico (heart attack);death notes;actor;Antiguo jardinero;;90
La vida es silbar;1998;;;;;;movie;;;;musical;Junco, Tito;m;15 August 2003;death date;actor;Santero;;
La vida es silbar;1998;;;;;;movie;;;;musical;Junco, Tito;m;4 January 1944;birth date;actor;Santero;;
La vida es silbar;1998;;;;;;movie;;;;musical;Junco, Tito;m;Havana, Cuba;birth notes;actor;Santero;;
La vida es silbar;1998;;;;;;movie;;;;musical;Junco, Tito;m;Havana, Cuba;death notes;actor;Santero;;
Las siete cucas;1981;;;;;;movie;;;;;Junco Tassinari, Tito;m;3 October 1915;birth date;actor;;;180
Las siete cucas;1981;;;;;;movie;;;;;Junco Tassinari, Tito;m;9 December 1983;death date;actor;;;180
Las siete cucas;1981;;;;;;movie;;;;;Junco Tassinari, Tito;m;Gutierrez Zamora, Veracruz, Mexico;birth notes;actor;;;180
Las siete cucas;1981;;;;;;movie;;;;;Junco Tassinari, Tito;m;Mexico City, Mexico (heart attack);death notes;actor;;;180
El sol del membrillo;1992;;;;;;movie;;;;action;López García, Antonio;m;6 January 1936;birth date;actor;Himself;;10
El sol del membrillo;1992;;;;;;movie;;;;action;López García, Antonio;m;6 January 1936;birth date;writer;;(story);
El sol del membrillo;1992;;;;;;movie;;;;action;López García, Antonio;m;Tomelloso, Castilla-La Mancha, Spain;birth notes;actor;Himself;;10
El sol del membrillo;1992;;;;;;movie;;;;action;López García, Antonio;m;Tomelloso, Castilla-La Mancha, Spain;birth notes;writer;;(story);
Madre nana;1991;;;;;;movie;;;;;López García, Antonio;m;;;actor;;;
Madrid;1987;;;;;;movie;;;;action;López García, Antonio;m;6 January 1936;birth date;actor;Himself;(uncredited);
Madrid;1987;;;;;;movie;;;;war;López García, Antonio;m;6 January 1936;birth date;actor;Himself;(uncredited);
Madrid;1987;;;;;;movie;;;;action;López García, Antonio;m;Tomelloso, Castilla-La Mancha, Spain;birth notes;actor;Himself;(uncredited);
Madrid;1987;;;;;;movie;;;;war;López García, Antonio;m;Tomelloso, Castilla-La Mancha, Spain;birth notes;actor;Himself;(uncredited);
Manuel y Clemente;1986;;;;;;movie;La de Troya en el Palmar;1984;version of;action;López, Antonio 1;m;;;miscellaneous crew;;(second production assistant: Alcalá);
Manuel y Clemente;1986;;;;;;movie;La de Troya en el Palmar;1984;version of;historic;López, Antonio 1;m;;;miscellaneous crew;;(second production assistant: Alcalá);
Mi mujer no es mi señora;1978;;;;;;movie;;;;;López, Antonio 2;m;;;actor;;;250
Queridísimos verdugos;1977;;;;;;movie;;;;;López Sierra, Antonio;m;1986;death date;actor;Himself - executioner;;
Queridísimos verdugos;1977;;;;;;movie;;;;;López Sierra, Antonio;m;13 June 1913;birth date;actor;Himself - executioner;;
Queridísimos verdugos;1977;;;;;;movie;;;;;López Sierra, Antonio;m;Badajoz, Extremadura, Spain;birth notes;actor;Himself - executioner;;
Queridísimos verdugos;1977;;;;;;movie;;;;;López Sierra, Antonio;m;Madrid, Spain;death notes;actor;Himself - executioner;;
El informal;1998;;;;;1998-2002;tv series;;;;;López, José Antonio;m;;;writer;;(writer);
Me olvidé de vivir;1980;;;;;;movie;;;;action;Martin, Tony USA;m;25 December 1913;birth date;actor;Tony Martin;;160
Me olvidé de vivir;1980;;;;;;movie;;;;action;Martin, Tony USA;m;27 July 2012;death date;actor;Tony Martin;;160
Me olvidé de vivir;1980;;;;;;movie;;;;action;Martin, Tony USA;m;Los Angeles, California, USA (natural causes);death notes;actor;Tony Martin;;160
Me olvidé de vivir;1980;;;;;;movie;;;;action;Martin, Tony USA;m;San Francisco, California, USA;birth notes;actor;Tony Martin;;160
Captain James Cook;1987;;;;;1987-????;tv series;;;;action;Martin, Tony AU;m;1953;birth date;actor;Wilkinson;;
Captain James Cook;1987;;;;;1987-????;tv series;;;;adventure;Martin, Tony AU;m;1953;birth date;actor;Wilkinson;;
Captain James Cook;1987;;;;;1987-????;tv series;;;;action;Martin, Tony AU;m;Tamworth, New South Wales, Australia;birth notes;actor;Wilkinson;;
Captain James Cook;1987;;;;;1987-????;tv series;;;;adventure;Martin, Tony AU;m;Tamworth, New South Wales, Australia;birth notes;actor;Wilkinson;;
40 ezetz;1999;;;;;;movie;;;;;Moreno, José Luis;m;;;cinematographer;;;
Animales devoradores: El hombre;1997;;;;;;movie;;;;;Moreno, José Luis;m;Spain;birth notes;cinematographer;;;
Cariñosamente infiel;1980;;;;;;movie;;;;adult;Moreno, José Luis;m;;;actor;Niño;;60
El Barberillo de Lavapiés;1996;;;;;;movie;;;;;Moreno, José Luis;m;16 April 1947;birth date;director;;;
Los diablos del mar;1982;;;;;;movie;;;;;Moreno, José Luis 1;m;1933;birth date;actor;;(uncredited);
Los diablos del mar;1982;;;;;;movie;;;;;Moreno, José Luis 1;m;Chiclana, Cádiz, Spain;birth notes;actor;;(uncredited);
Matamorfa;1999;;;;;;movie;;;;;Moreno, José Luis;m;;;producer;;(executive producer);
Siempre que pasa lo mismo... ocurre algo parecido;1994;;;;;;movie;;;;;Moreno, José Luis;m;;;cinematographer;;;
The Last Battle;1991;;;;;;movie;;;;;Moreno, José Luis;m;;;cinematographer;;;
Locuras de verano;1997;;;;;1997-????;tv series;;;;;Moreno, José Luis;m;16 April 1947;birth date;actor;Himself - Host;;
Locuras de verano;1997;;;;;1997-????;tv series;;;;;Moreno, José Luis;m;16 April 1947;birth date;director;;;
Noche espectacular;1994;;;;;1994-????;tv series;;;;;Moreno, José Luis;m;16 April 1947;birth date;actor;Himself - Host;;10
Pluja destrelles;1993;;;;;1993-????;tv series;;;;;Moreno, José Luis;m;16 April 1947;birth date;producer;;(associate producer);
Venres show;1987;;;;;1987-????;tv series;;;;;Moreno, José Luis;m;16 April 1947;birth date;actor;Himself - Guest;(1987);
...Y al tercer año, resucitó;1980;;;;;;movie;;;;fiction;Nieto, José;m;3 May 1903;birth date;actor;Francisco Franco;;80
...Y al tercer año, resucitó;1980;;;;;;movie;;;;thriller;Nieto, José;m;3 May 1903;birth date;actor;Francisco Franco;;80
...Y al tercer año, resucitó;1980;;;;;;movie;;;;fiction;Nieto, José;m;9 August 1982;death date;actor;Francisco Franco;;80
...Y al tercer año, resucitó;1980;;;;;;movie;;;;thriller;Nieto, José;m;9 August 1982;death date;actor;Francisco Franco;;80
...Y al tercer año, resucitó;1980;;;;;;movie;;;;fiction;Nieto, José;m;Matalascañas, Huelva, Andalucía, Spain;death notes;actor;Francisco Franco;;80
...Y al tercer año, resucitó;1980;;;;;;movie;;;;thriller;Nieto, José;m;Matalascañas, Huelva, Andalucía, Spain;death notes;actor;Francisco Franco;;80
...Y al tercer año, resucitó;1980;;;;;;movie;;;;fiction;Nieto, José;m;Murcia, Murcia, Spain;birth notes;actor;Francisco Franco;;80
...Y al tercer año, resucitó;1980;;;;;;movie;;;;thriller;Nieto, José;m;Murcia, Murcia, Spain;birth notes;actor;Francisco Franco;;80
7 calles;1981;;;;;;movie;;;;;Nieto González, Ángel José;m;1 March 1942;birth date;composer;;;
7 calles;1981;;;;;;movie;;;;;Nieto González, Ángel José;m;Madrid, Spain;birth notes;composer;;;
A la legión le gustan las mujeres... y a las mujeres, les gusta la legión;1976;;;;;;movie;;;;war;Nieto, José;m;3 May 1903;birth date;actor;Dupont;;150
A la legión le gustan las mujeres... y a las mujeres, les gusta la legión;1976;;;;;;movie;;;;war;Nieto, José;m;9 August 1982;death date;actor;Dupont;;150
A la legión le gustan las mujeres... y a las mujeres, les gusta la legión;1976;;;;;;movie;;;;war;Nieto, José;m;Matalascañas, Huelva, Andalucía, Spain;death notes;actor;Dupont;;150
A la legión le gustan las mujeres... y a las mujeres, les gusta la legión;1976;;;;;;movie;;;;war;Nieto, José;m;Murcia, Murcia, Spain;birth notes;actor;Dupont;;150
Amanece, que no es poco;1989;;;;;;movie;Se buscan fulmontis;1999;featured in;;Nieto González, Ángel José;m;1 March 1942;birth date;composer;;;
Amanece, que no es poco;1989;;;;;;movie;Se buscan fulmontis;1999;featured in;;Nieto González, Ángel José;m;Madrid, Spain;birth notes;composer;;;
Amantes;1991;;;;;;movie;;;;action;Nieto González, Ángel José;m;1 March 1942;birth date;composer;;(as Jose Nieto);
Amantes;1991;;;;;;movie;;;;adult;Nieto González, Ángel José;m;1 March 1942;birth date;composer;;(as Jose Nieto);
Amantes;1991;;;;;;movie;;;;historic;Nieto González, Ángel José;m;1 March 1942;birth date;composer;;(as Jose Nieto);
Amantes;1991;;;;;;movie;;;;thriller;Nieto González, Ángel José;m;1 March 1942;birth date;composer;;(as Jose Nieto);
Amantes;1991;;;;;;movie;;;;war;Nieto González, Ángel José;m;1 March 1942;birth date;composer;;(as Jose Nieto);
Amantes;1991;;;;;;movie;;;;action;Nieto González, Ángel José;m;Madrid, Spain;birth notes;composer;;(as Jose Nieto);
Amantes;1991;;;;;;movie;;;;adult;Nieto González, Ángel José;m;Madrid, Spain;birth notes;composer;;(as Jose Nieto);
Amantes;1991;;;;;;movie;;;;historic;Nieto González, Ángel José;m;Madrid, Spain;birth notes;composer;;(as Jose Nieto);
Amantes;1991;;;;;;movie;;;;thriller;Nieto González, Ángel José;m;Madrid, Spain;birth notes;composer;;(as Jose Nieto);
Amantes;1991;;;;;;movie;;;;war;Nieto González, Ángel José;m;Madrid, Spain;birth notes;composer;;(as Jose Nieto);
Beltenebros;1991;;;;;;movie;;;;action;Nieto González, Ángel José;m;1 March 1942;birth date;composer;;;
