TITLE;PRODUCTION_YEAR;SERIE_TITLE;SERIE_PROD_YEAR;SEASON_NR;EPISODE_NR;SERIES_YEARS;KIND;TITLELINK;PRODUCTIONYEARLINK;LINK;KEYWORD;NAME;GENDER;PERSON_INFO;INFO_CONTEXT;ROLE;ROLE_NAME;NOTE;NR_ORDER
Nunca es tarde;1977;;;;;;movie;;;;;Nieto González, Ángel José;m;1 March 1942;birth date;composer;;;
Nunca es tarde;1977;;;;;;movie;;;;;Nieto González, Ángel José;m;Madrid, Spain;birth notes;composer;;;
Nunca estuve en Viena;1989;;;;;;movie;;;;;Nieto González, Ángel José;m;1 March 1942;birth date;composer;;(as Pepe Nieto);
Nunca estuve en Viena;1989;;;;;;movie;;;;;Nieto González, Ángel José;m;Madrid, Spain;birth notes;composer;;(as Pepe Nieto);
Pares y nones;1982;;;;;;movie;;;;;Nieto González, Ángel José;m;1 March 1942;birth date;composer;;;
Pares y nones;1982;;;;;;movie;;;;;Nieto González, Ángel José;m;Madrid, Spain;birth notes;composer;;;
Pecado mortal;1977;;;;;;movie;;;;;Nieto, José;m;3 May 1903;birth date;actor;Don Fidel;;80
Pecado mortal;1977;;;;;;movie;;;;;Nieto, José;m;9 August 1982;death date;actor;Don Fidel;;80
Pecado mortal;1977;;;;;;movie;;;;;Nieto, José;m;Matalascañas, Huelva, Andalucía, Spain;death notes;actor;Don Fidel;;80
Pecado mortal;1977;;;;;;movie;;;;;Nieto, José;m;Murcia, Murcia, Spain;birth notes;actor;Don Fidel;;80
Polvos mágicos;1983;;;;;;movie;;;;comedy;Nieto, José;m;3 May 1903;birth date;actor;Juez;;110
Polvos mágicos;1983;;;;;;movie;;;;comedy;Nieto, José;m;9 August 1982;death date;actor;Juez;;110
Polvos mágicos;1983;;;;;;movie;;;;comedy;Nieto, José;m;Matalascañas, Huelva, Andalucía, Spain;death notes;actor;Juez;;110
Polvos mágicos;1983;;;;;;movie;;;;comedy;Nieto, José;m;Murcia, Murcia, Spain;birth notes;actor;Juez;;110
Señoritas de uniforme;1976;;;;;;movie;;;;;Nieto González, Ángel José;m;1 March 1942;birth date;composer;;;
Señoritas de uniforme;1976;;;;;;movie;;;;;Nieto González, Ángel José;m;Madrid, Spain;birth notes;composer;;;
Si te dicen que caí;1989;;;;;;movie;;;;action;Nieto González, Ángel José;m;1 March 1942;birth date;composer;;;
Si te dicen que caí;1989;;;;;;movie;;;;adult;Nieto González, Ángel José;m;1 March 1942;birth date;composer;;;
Si te dicen que caí;1989;;;;;;movie;;;;family;Nieto González, Ángel José;m;1 March 1942;birth date;composer;;;
Si te dicen que caí;1989;;;;;;movie;;;;historic;Nieto González, Ángel José;m;1 March 1942;birth date;composer;;;
Si te dicen que caí;1989;;;;;;movie;;;;science-fiction;Nieto González, Ángel José;m;1 March 1942;birth date;composer;;;
Si te dicen que caí;1989;;;;;;movie;;;;thriller;Nieto González, Ángel José;m;1 March 1942;birth date;composer;;;
Si te dicen que caí;1989;;;;;;movie;;;;war;Nieto González, Ángel José;m;1 March 1942;birth date;composer;;;
Si te dicen que caí;1989;;;;;;movie;;;;action;Nieto González, Ángel José;m;Madrid, Spain;birth notes;composer;;;
Si te dicen que caí;1989;;;;;;movie;;;;adult;Nieto González, Ángel José;m;Madrid, Spain;birth notes;composer;;;
Si te dicen que caí;1989;;;;;;movie;;;;family;Nieto González, Ángel José;m;Madrid, Spain;birth notes;composer;;;
Si te dicen que caí;1989;;;;;;movie;;;;historic;Nieto González, Ángel José;m;Madrid, Spain;birth notes;composer;;;
Si te dicen que caí;1989;;;;;;movie;;;;science-fiction;Nieto González, Ángel José;m;Madrid, Spain;birth notes;composer;;;
Si te dicen que caí;1989;;;;;;movie;;;;thriller;Nieto González, Ángel José;m;Madrid, Spain;birth notes;composer;;;
Si te dicen que caí;1989;;;;;;movie;;;;war;Nieto González, Ángel José;m;Madrid, Spain;birth notes;composer;;;
Sonámbulos;1978;;;;;;movie;;;;;Nieto González, Ángel José;m;1 March 1942;birth date;composer;;;
Sonámbulos;1978;;;;;;movie;;;;;Nieto González, Ángel José;m;Madrid, Spain;birth notes;composer;;;
The Black Pearl;1977;;;;;;movie;;;;action;Nieto González, Ángel José;m;1 March 1942;birth date;actor;Dealer;;130
The Black Pearl;1977;;;;;;movie;;;;action;Nieto González, Ángel José;m;Madrid, Spain;birth notes;actor;Dealer;;130
Torrella, una vida pel cinema;1997;;;;;;movie;Asaltar los cielos;1999;references;action;Nieto, José;m;3 May 1903;birth date;actor;Don Carlos;(archive footage);
Torrella, una vida pel cinema;1997;;;;;;movie;El asesino de Pedralbes;1980;references;action;Nieto, José;m;3 May 1903;birth date;actor;Don Carlos;(archive footage);
Torrella, una vida pel cinema;1997;;;;;;movie;La última frontera;1992;references;action;Nieto, José;m;3 May 1903;birth date;actor;Don Carlos;(archive footage);
Torrella, una vida pel cinema;1997;;;;;;movie;Raza, el espíritu de Franco;1977;references;action;Nieto, José;m;3 May 1903;birth date;actor;Don Carlos;(archive footage);
Torrella, una vida pel cinema;1997;;;;;;movie;Asaltar los cielos;1999;references;action;Nieto, José;m;9 August 1982;death date;actor;Don Carlos;(archive footage);
Torrella, una vida pel cinema;1997;;;;;;movie;El asesino de Pedralbes;1980;references;action;Nieto, José;m;9 August 1982;death date;actor;Don Carlos;(archive footage);
Torrella, una vida pel cinema;1997;;;;;;movie;La última frontera;1992;references;action;Nieto, José;m;9 August 1982;death date;actor;Don Carlos;(archive footage);
Torrella, una vida pel cinema;1997;;;;;;movie;Raza, el espíritu de Franco;1977;references;action;Nieto, José;m;9 August 1982;death date;actor;Don Carlos;(archive footage);
Torrella, una vida pel cinema;1997;;;;;;movie;Asaltar los cielos;1999;references;action;Nieto, José;m;Matalascañas, Huelva, Andalucía, Spain;death notes;actor;Don Carlos;(archive footage);
Torrella, una vida pel cinema;1997;;;;;;movie;El asesino de Pedralbes;1980;references;action;Nieto, José;m;Matalascañas, Huelva, Andalucía, Spain;death notes;actor;Don Carlos;(archive footage);
Torrella, una vida pel cinema;1997;;;;;;movie;La última frontera;1992;references;action;Nieto, José;m;Matalascañas, Huelva, Andalucía, Spain;death notes;actor;Don Carlos;(archive footage);
Torrella, una vida pel cinema;1997;;;;;;movie;Raza, el espíritu de Franco;1977;references;action;Nieto, José;m;Matalascañas, Huelva, Andalucía, Spain;death notes;actor;Don Carlos;(archive footage);
Torrella, una vida pel cinema;1997;;;;;;movie;Asaltar los cielos;1999;references;action;Nieto, José;m;Murcia, Murcia, Spain;birth notes;actor;Don Carlos;(archive footage);
Torrella, una vida pel cinema;1997;;;;;;movie;El asesino de Pedralbes;1980;references;action;Nieto, José;m;Murcia, Murcia, Spain;birth notes;actor;Don Carlos;(archive footage);
Torrella, una vida pel cinema;1997;;;;;;movie;La última frontera;1992;references;action;Nieto, José;m;Murcia, Murcia, Spain;birth notes;actor;Don Carlos;(archive footage);
Torrella, una vida pel cinema;1997;;;;;;movie;Raza, el espíritu de Franco;1977;references;action;Nieto, José;m;Murcia, Murcia, Spain;birth notes;actor;Don Carlos;(archive footage);
Truhanes;1983;;;;;;movie;De tripas corazón;1985;referenced in;;Nieto González, Ángel José;m;1 March 1942;birth date;composer;;;
Truhanes;1983;;;;;;movie;De tripas corazón;1985;referenced in;;Nieto González, Ángel José;m;Madrid, Spain;birth notes;composer;;;
Tu nombre envenena mis sueños;1996;;;;;;movie;;;;action;Nieto González, Ángel José;m;1 March 1942;birth date;actor;;;
Tu nombre envenena mis sueños;1996;;;;;;movie;;;;action;Nieto González, Ángel José;m;1 March 1942;birth date;composer;;;
Tu nombre envenena mis sueños;1996;;;;;;movie;;;;adult;Nieto González, Ángel José;m;1 March 1942;birth date;actor;;;
Tu nombre envenena mis sueños;1996;;;;;;movie;;;;adult;Nieto González, Ángel José;m;1 March 1942;birth date;composer;;;
Tu nombre envenena mis sueños;1996;;;;;;movie;;;;family;Nieto González, Ángel José;m;1 March 1942;birth date;actor;;;
Tu nombre envenena mis sueños;1996;;;;;;movie;;;;family;Nieto González, Ángel José;m;1 March 1942;birth date;composer;;;
Tu nombre envenena mis sueños;1996;;;;;;movie;;;;historic;Nieto González, Ángel José;m;1 March 1942;birth date;actor;;;
Tu nombre envenena mis sueños;1996;;;;;;movie;;;;historic;Nieto González, Ángel José;m;1 March 1942;birth date;composer;;;
Tu nombre envenena mis sueños;1996;;;;;;movie;;;;science-fiction;Nieto González, Ángel José;m;1 March 1942;birth date;actor;;;
Tu nombre envenena mis sueños;1996;;;;;;movie;;;;science-fiction;Nieto González, Ángel José;m;1 March 1942;birth date;composer;;;
Tu nombre envenena mis sueños;1996;;;;;;movie;;;;thriller;Nieto González, Ángel José;m;1 March 1942;birth date;actor;;;
Tu nombre envenena mis sueños;1996;;;;;;movie;;;;thriller;Nieto González, Ángel José;m;1 March 1942;birth date;composer;;;
Tu nombre envenena mis sueños;1996;;;;;;movie;;;;war;Nieto González, Ángel José;m;1 March 1942;birth date;actor;;;
Tu nombre envenena mis sueños;1996;;;;;;movie;;;;war;Nieto González, Ángel José;m;1 March 1942;birth date;composer;;;
Tu nombre envenena mis sueños;1996;;;;;;movie;;;;action;Nieto González, Ángel José;m;Madrid, Spain;birth notes;actor;;;
Tu nombre envenena mis sueños;1996;;;;;;movie;;;;action;Nieto González, Ángel José;m;Madrid, Spain;birth notes;composer;;;
Tu nombre envenena mis sueños;1996;;;;;;movie;;;;adult;Nieto González, Ángel José;m;Madrid, Spain;birth notes;actor;;;
Tu nombre envenena mis sueños;1996;;;;;;movie;;;;adult;Nieto González, Ángel José;m;Madrid, Spain;birth notes;composer;;;
Tu nombre envenena mis sueños;1996;;;;;;movie;;;;family;Nieto González, Ángel José;m;Madrid, Spain;birth notes;actor;;;
Tu nombre envenena mis sueños;1996;;;;;;movie;;;;family;Nieto González, Ángel José;m;Madrid, Spain;birth notes;composer;;;
Tu nombre envenena mis sueños;1996;;;;;;movie;;;;historic;Nieto González, Ángel José;m;Madrid, Spain;birth notes;actor;;;
Tu nombre envenena mis sueños;1996;;;;;;movie;;;;historic;Nieto González, Ángel José;m;Madrid, Spain;birth notes;composer;;;
Tu nombre envenena mis sueños;1996;;;;;;movie;;;;science-fiction;Nieto González, Ángel José;m;Madrid, Spain;birth notes;actor;;;
Tu nombre envenena mis sueños;1996;;;;;;movie;;;;science-fiction;Nieto González, Ángel José;m;Madrid, Spain;birth notes;composer;;;
Tu nombre envenena mis sueños;1996;;;;;;movie;;;;thriller;Nieto González, Ángel José;m;Madrid, Spain;birth notes;actor;;;
Tu nombre envenena mis sueños;1996;;;;;;movie;;;;thriller;Nieto González, Ángel José;m;Madrid, Spain;birth notes;composer;;;
Tu nombre envenena mis sueños;1996;;;;;;movie;;;;war;Nieto González, Ángel José;m;Madrid, Spain;birth notes;actor;;;
Tu nombre envenena mis sueños;1996;;;;;;movie;;;;war;Nieto González, Ángel José;m;Madrid, Spain;birth notes;composer;;;
Uno del millón de muertos;1977;;;;;;movie;;;;war;Nieto, José;m;3 May 1903;birth date;actor;;;40
Uno del millón de muertos;1977;;;;;;movie;;;;war;Nieto, José;m;9 August 1982;death date;actor;;;40
Uno del millón de muertos;1977;;;;;;movie;;;;war;Nieto, José;m;Matalascañas, Huelva, Andalucía, Spain;death notes;actor;;;40
Uno del millón de muertos;1977;;;;;;movie;;;;war;Nieto, José;m;Murcia, Murcia, Spain;birth notes;actor;;;40
Captain James Cook;1987;;;;;1987-????;tv series;;;;action;Nieto González, Ángel José;m;1 March 1942;birth date;composer;;;
Captain James Cook;1987;;;;;1987-????;tv series;;;;adventure;Nieto González, Ángel José;m;1 March 1942;birth date;composer;;;
Captain James Cook;1987;;;;;1987-????;tv series;;;;action;Nieto González, Ángel José;m;Madrid, Spain;birth notes;composer;;;
Captain James Cook;1987;;;;;1987-????;tv series;;;;adventure;Nieto González, Ángel José;m;Madrid, Spain;birth notes;composer;;;
Ciudades perdidas;1988;;;;;1988-????;tv series;;;;;Nieto González, Ángel José;m;1 March 1942;birth date;composer;;;
Ciudades perdidas;1988;;;;;1988-????;tv series;;;;;Nieto González, Ángel José;m;Madrid, Spain;birth notes;composer;;;
Cosas de dos;1984;;;;;1984-????;tv series;;;;;Nieto González, Ángel José;m;1 March 1942;birth date;composer;;;
Cosas de dos;1984;;;;;1984-????;tv series;;;;;Nieto González, Ángel José;m;Madrid, Spain;birth notes;composer;;;
Abre los ojos;1997;;;;;;movie;Tesis;1996;references;action;Noriega, Eduardo;m;1 August 1973;birth date;actor;César;;10
Abre los ojos;1997;;;;;;movie;Tesis;1996;references;adult;Noriega, Eduardo;m;1 August 1973;birth date;actor;César;;10
Abre los ojos;1997;;;;;;movie;Tesis;1996;references;family;Noriega, Eduardo;m;1 August 1973;birth date;actor;César;;10
Abre los ojos;1997;;;;;;movie;Tesis;1996;references;musical;Noriega, Eduardo;m;1 August 1973;birth date;actor;César;;10
Abre los ojos;1997;;;;;;movie;Tesis;1996;references;thriller;Noriega, Eduardo;m;1 August 1973;birth date;actor;César;;10
Abre los ojos;1997;;;;;;movie;Tesis;1996;references;war;Noriega, Eduardo;m;1 August 1973;birth date;actor;César;;10
Abre los ojos;1997;;;;;;movie;Tesis;1996;references;action;Noriega, Eduardo;m;Santander, Cantabria, Spain;birth notes;actor;César;;10
Abre los ojos;1997;;;;;;movie;Tesis;1996;references;adult;Noriega, Eduardo;m;Santander, Cantabria, Spain;birth notes;actor;César;;10
Abre los ojos;1997;;;;;;movie;Tesis;1996;references;family;Noriega, Eduardo;m;Santander, Cantabria, Spain;birth notes;actor;César;;10
Abre los ojos;1997;;;;;;movie;Tesis;1996;references;musical;Noriega, Eduardo;m;Santander, Cantabria, Spain;birth notes;actor;César;;10
Abre los ojos;1997;;;;;;movie;Tesis;1996;references;thriller;Noriega, Eduardo;m;Santander, Cantabria, Spain;birth notes;actor;César;;10
Abre los ojos;1997;;;;;;movie;Tesis;1996;references;war;Noriega, Eduardo;m;Santander, Cantabria, Spain;birth notes;actor;César;;10
Allanamiento de morada;1998;;;;;;movie;Más vale prevenir;1979;references;;Noriega, Eduardo;m;1 August 1973;birth date;actor;Simón Romero;;10
Allanamiento de morada;1998;;;;;;movie;Más vale prevenir;1979;references;;Noriega, Eduardo;m;Santander, Cantabria, Spain;birth notes;actor;Simón Romero;;10
Cha-cha-chá;1998;;;;;;movie;;;;;Noriega, Eduardo;m;1 August 1973;birth date;actor;Antonio;;10
Cha-cha-chá;1998;;;;;;movie;;;;;Noriega, Eduardo;m;Santander, Cantabria, Spain;birth notes;actor;Antonio;;10
Cita;1996;;;;;;movie;;;;;Noriega, Eduardo;m;1 August 1973;birth date;actor;Alberto;;
Cita;1996;;;;;;movie;;;;;Noriega, Eduardo;m;Santander, Cantabria, Spain;birth notes;actor;Alberto;;
Cuestión de suerte;1996;;;;;;movie;;;;adult;Noriega, Eduardo;m;1 August 1973;birth date;actor;Julio Muñoz;;20
Cuestión de suerte;1996;;;;;;movie;;;;musical;Noriega, Eduardo;m;1 August 1973;birth date;actor;Julio Muñoz;;20
Cuestión de suerte;1996;;;;;;movie;;;;adult;Noriega, Eduardo;m;Santander, Cantabria, Spain;birth notes;actor;Julio Muñoz;;20
Cuestión de suerte;1996;;;;;;movie;;;;musical;Noriega, Eduardo;m;Santander, Cantabria, Spain;birth notes;actor;Julio Muñoz;;20
David;1996;;;;;;movie;;;;;Noriega, Eduardo;m;1 August 1973;birth date;actor;;;
David;1996;;;;;;movie;;;;;Noriega, Eduardo;m;Santander, Cantabria, Spain;birth notes;actor;;;
En casa de Diego;1993;;;;;;movie;;;;;Noriega, Eduardo;m;1 August 1973;birth date;actor;;;
En casa de Diego;1993;;;;;;movie;;;;;Noriega, Eduardo;m;Santander, Cantabria, Spain;birth notes;actor;;;
Fist Fighter;1989;;;;;;movie;;;;action;Sobrino Noriega, Eduardo;m;14 August 2007;death date;actor;Gambler #1;;170
Fist Fighter;1989;;;;;;movie;;;;thriller;Sobrino Noriega, Eduardo;m;14 August 2007;death date;actor;Gambler #1;;170
Fist Fighter;1989;;;;;;movie;;;;war;Sobrino Noriega, Eduardo;m;14 August 2007;death date;actor;Gambler #1;;170
Fist Fighter;1989;;;;;;movie;;;;action;Sobrino Noriega, Eduardo;m;25 September 1916;birth date;actor;Gambler #1;;170
Fist Fighter;1989;;;;;;movie;;;;thriller;Sobrino Noriega, Eduardo;m;25 September 1916;birth date;actor;Gambler #1;;170
Fist Fighter;1989;;;;;;movie;;;;war;Sobrino Noriega, Eduardo;m;25 September 1916;birth date;actor;Gambler #1;;170
Fist Fighter;1989;;;;;;movie;;;;action;Sobrino Noriega, Eduardo;m;Mexico City, Distrito Federal, Mexico;birth notes;actor;Gambler #1;;170
Fist Fighter;1989;;;;;;movie;;;;thriller;Sobrino Noriega, Eduardo;m;Mexico City, Distrito Federal, Mexico;birth notes;actor;Gambler #1;;170
Fist Fighter;1989;;;;;;movie;;;;war;Sobrino Noriega, Eduardo;m;Mexico City, Distrito Federal, Mexico;birth notes;actor;Gambler #1;;170
Fist Fighter;1989;;;;;;movie;;;;action;Sobrino Noriega, Eduardo;m;Mexico City, Mexico (heart attack);death notes;actor;Gambler #1;;170
Fist Fighter;1989;;;;;;movie;;;;thriller;Sobrino Noriega, Eduardo;m;Mexico City, Mexico (heart attack);death notes;actor;Gambler #1;;170
Fist Fighter;1989;;;;;;movie;;;;war;Sobrino Noriega, Eduardo;m;Mexico City, Mexico (heart attack);death notes;actor;Gambler #1;;170
Guyana: Crime of the Century;1979;;;;;;movie;;;;action;Sobrino Noriega, Eduardo;m;14 August 2007;death date;actor;;;
Guyana: Crime of the Century;1979;;;;;;movie;;;;family;Sobrino Noriega, Eduardo;m;14 August 2007;death date;actor;;;
Guyana: Crime of the Century;1979;;;;;;movie;;;;thriller;Sobrino Noriega, Eduardo;m;14 August 2007;death date;actor;;;
Guyana: Crime of the Century;1979;;;;;;movie;;;;action;Sobrino Noriega, Eduardo;m;25 September 1916;birth date;actor;;;
Guyana: Crime of the Century;1979;;;;;;movie;;;;family;Sobrino Noriega, Eduardo;m;25 September 1916;birth date;actor;;;
Guyana: Crime of the Century;1979;;;;;;movie;;;;thriller;Sobrino Noriega, Eduardo;m;25 September 1916;birth date;actor;;;
Guyana: Crime of the Century;1979;;;;;;movie;;;;action;Sobrino Noriega, Eduardo;m;Mexico City, Distrito Federal, Mexico;birth notes;actor;;;
Guyana: Crime of the Century;1979;;;;;;movie;;;;family;Sobrino Noriega, Eduardo;m;Mexico City, Distrito Federal, Mexico;birth notes;actor;;;
Guyana: Crime of the Century;1979;;;;;;movie;;;;thriller;Sobrino Noriega, Eduardo;m;Mexico City, Distrito Federal, Mexico;birth notes;actor;;;
Guyana: Crime of the Century;1979;;;;;;movie;;;;action;Sobrino Noriega, Eduardo;m;Mexico City, Mexico (heart attack);death notes;actor;;;
Guyana: Crime of the Century;1979;;;;;;movie;;;;family;Sobrino Noriega, Eduardo;m;Mexico City, Mexico (heart attack);death notes;actor;;;
Guyana: Crime of the Century;1979;;;;;;movie;;;;thriller;Sobrino Noriega, Eduardo;m;Mexico City, Mexico (heart attack);death notes;actor;;;
Historias del Kronen;1995;;;;;;movie;;;;action;Noriega, Eduardo;m;1 August 1973;birth date;actor;Joven pelea 1.;;150
Historias del Kronen;1995;;;;;;movie;;;;adult;Noriega, Eduardo;m;1 August 1973;birth date;actor;Joven pelea 1.;;150
Historias del Kronen;1995;;;;;;movie;;;;action;Noriega, Eduardo;m;Santander, Cantabria, Spain;birth notes;actor;Joven pelea 1.;;150
Historias del Kronen;1995;;;;;;movie;;;;adult;Noriega, Eduardo;m;Santander, Cantabria, Spain;birth notes;actor;Joven pelea 1.;;150
La fuente amarilla;1999;;;;;;movie;;;;family;Noriega, Eduardo;m;1 August 1973;birth date;actor;Sergio;;20
La fuente amarilla;1999;;;;;;movie;;;;thriller;Noriega, Eduardo;m;1 August 1973;birth date;actor;Sergio;;20
La fuente amarilla;1999;;;;;;movie;;;;family;Noriega, Eduardo;m;Santander, Cantabria, Spain;birth notes;actor;Sergio;;20
La fuente amarilla;1999;;;;;;movie;;;;thriller;Noriega, Eduardo;m;Santander, Cantabria, Spain;birth notes;actor;Sergio;;20
Luna;1995;;;;;;movie;;;;;Noriega, Eduardo;m;1 August 1973;birth date;actor;Alberto;;20
Luna;1995;;;;;;movie;;;;;Noriega, Eduardo;m;Santander, Cantabria, Spain;birth notes;actor;Alberto;;20
Manaos;1979;;;;;;movie;;;;;Sobrino Noriega, Eduardo;m;14 August 2007;death date;actor;Echevarría;;200
Manaos;1979;;;;;;movie;;;;;Sobrino Noriega, Eduardo;m;25 September 1916;birth date;actor;Echevarría;;200
Manaos;1979;;;;;;movie;;;;;Sobrino Noriega, Eduardo;m;Mexico City, Distrito Federal, Mexico;birth notes;actor;Echevarría;;200
Manaos;1979;;;;;;movie;;;;;Sobrino Noriega, Eduardo;m;Mexico City, Mexico (heart attack);death notes;actor;Echevarría;;200
Más allá del jardín;1996;;;;;;movie;;;;;Noriega, Eduardo;m;1 August 1973;birth date;actor;Ignacio;;170
Más allá del jardín;1996;;;;;;movie;;;;;Noriega, Eduardo;m;Santander, Cantabria, Spain;birth notes;actor;Ignacio;;170
Nadie conoce a nadie;1999;;;;;;movie;;;;adult;Noriega, Eduardo;m;1 August 1973;birth date;actor;Simón Cárdenas;;10
Nadie conoce a nadie;1999;;;;;;movie;;;;war;Noriega, Eduardo;m;1 August 1973;birth date;actor;Simón Cárdenas;;10
Nadie conoce a nadie;1999;;;;;;movie;;;;adult;Noriega, Eduardo;m;Santander, Cantabria, Spain;birth notes;actor;Simón Cárdenas;;10
Nadie conoce a nadie;1999;;;;;;movie;;;;war;Noriega, Eduardo;m;Santander, Cantabria, Spain;birth notes;actor;Simón Cárdenas;;10
Soñé que te mataba;1994;;;;;;movie;;;;;Noriega, Eduardo;m;1 August 1973;birth date;actor;;;
Soñé que te mataba;1994;;;;;;movie;;;;;Noriega, Eduardo;m;Santander, Cantabria, Spain;birth notes;actor;;;
Tesis;1996;;;;;;movie;Abre los ojos;1997;referenced in;action;Noriega, Eduardo;m;1 August 1973;birth date;actor;Bosco Herranz;;30
Tesis;1996;;;;;;movie;Abre los ojos;1997;referenced in;adult;Noriega, Eduardo;m;1 August 1973;birth date;actor;Bosco Herranz;;30
Tesis;1996;;;;;;movie;Abre los ojos;1997;referenced in;family;Noriega, Eduardo;m;1 August 1973;birth date;actor;Bosco Herranz;;30
Tesis;1996;;;;;;movie;Abre los ojos;1997;referenced in;historic;Noriega, Eduardo;m;1 August 1973;birth date;actor;Bosco Herranz;;30
Tesis;1996;;;;;;movie;Abre los ojos;1997;referenced in;science-fiction;Noriega, Eduardo;m;1 August 1973;birth date;actor;Bosco Herranz;;30
Tesis;1996;;;;;;movie;Abre los ojos;1997;referenced in;thriller;Noriega, Eduardo;m;1 August 1973;birth date;actor;Bosco Herranz;;30
Tesis;1996;;;;;;movie;Abre los ojos;1997;referenced in;war;Noriega, Eduardo;m;1 August 1973;birth date;actor;Bosco Herranz;;30
Tesis;1996;;;;;;movie;El regreso del viento del Norte;1994;features;action;Noriega, Eduardo;m;1 August 1973;birth date;actor;Bosco Herranz;;30
Tesis;1996;;;;;;movie;El regreso del viento del Norte;1994;features;adult;Noriega, Eduardo;m;1 August 1973;birth date;actor;Bosco Herranz;;30
Tesis;1996;;;;;;movie;El regreso del viento del Norte;1994;features;family;Noriega, Eduardo;m;1 August 1973;birth date;actor;Bosco Herranz;;30
Tesis;1996;;;;;;movie;El regreso del viento del Norte;1994;features;historic;Noriega, Eduardo;m;1 August 1973;birth date;actor;Bosco Herranz;;30
Tesis;1996;;;;;;movie;El regreso del viento del Norte;1994;features;science-fiction;Noriega, Eduardo;m;1 August 1973;birth date;actor;Bosco Herranz;;30
El filandón;1985;;;;;;movie;;;;thriller;Pereira, Antonio;m;Villafranca del Bierzo, León, Castilla y León, Spain;birth notes;writer;;"(story ""Las peras de dios"")";30
El filandón;1985;;;;;;movie;;;;war;Pereira, Antonio;m;Villafranca del Bierzo, León, Castilla y León, Spain;birth notes;actor;Himself;;60
El filandón;1985;;;;;;movie;;;;war;Pereira, Antonio;m;Villafranca del Bierzo, León, Castilla y León, Spain;birth notes;writer;;"(story ""Las peras de dios"")";30
Gran liquidación;1995;;;;;;movie;;;;;Pereira Saqués, Antonio;m;Galicia, Spain;birth notes;actor;Mozo Namorado;;70
Afonía;1996;;;;;;movie;;;;;Ponte, Laura;f;1958;birth date;actress;;;
Afonía;1996;;;;;;movie;;;;;Ponte, Laura;f;Buenos Aires, Argentina;birth notes;actress;;;
La novia de medianoche;1997;;;;;;movie;;;;;Ponte, Laura;f;1958;birth date;actress;Rosa;;140
La novia de medianoche;1997;;;;;;movie;;;;;Ponte, Laura;f;Buenos Aires, Argentina;birth notes;actress;Rosa;;140
La rosa de piedra;1999;;;;;;movie;;;;;Ponte Martínez, Laura;f;9 June 1973;birth date;actress;Paula;;
La rosa de piedra;1999;;;;;;movie;;;;;Ponte Martínez, Laura;f;9 June 1973;birth date;actress;Paula;;30
La rosa de piedra;1999;;;;;;movie;;;;;Ponte Martínez, Laura;f;Vigo, Pontevedra, Spain;birth notes;actress;Paula;;
La rosa de piedra;1999;;;;;;movie;;;;;Ponte Martínez, Laura;f;Vigo, Pontevedra, Spain;birth notes;actress;Paula;;30
Martes de carnaval;1991;;;;;;movie;;;;;Ponte, Laura;f;1958;birth date;actress;Viuda;;220
Martes de carnaval;1991;;;;;;movie;;;;;Ponte, Laura;f;Buenos Aires, Argentina;birth notes;actress;Viuda;;220
Urxa;1989;;;;;;movie;;;;;Ponte, Laura;f;1958;birth date;actress;;;30
Urxa;1989;;;;;;movie;;;;;Ponte, Laura;f;Buenos Aires, Argentina;birth notes;actress;;;30
A noite en blanco;1998;;;;;1998-????;tv series;;;;;Ponte Martínez, Laura;f;9 June 1973;birth date;actress;Herself - Guest;;
A noite en blanco;1998;;;;;1998-????;tv series;;;;;Ponte Martínez, Laura;f;Vigo, Pontevedra, Spain;birth notes;actress;Herself - Guest;;
Andújar y su Virgen de la Cabeza;1981;;;;;;movie;;;;;Prats Cañete, Matías;m;4 December 1913;birth date;actor;Él mismo, pregonero de las fiestas;;
Andújar y su Virgen de la Cabeza;1981;;;;;;movie;;;;;Prats Cañete, Matías;m;8 September 2004;death date;actor;Él mismo, pregonero de las fiestas;;
Andújar y su Virgen de la Cabeza;1981;;;;;;movie;;;;;Prats Cañete, Matías;m;Madrid, Spain (natural causes);death notes;actor;Él mismo, pregonero de las fiestas;;
Andújar y su Virgen de la Cabeza;1981;;;;;;movie;;;;;Prats Cañete, Matías;m;Villa del Río, Córdoba, Andalucía, Spain;birth notes;actor;Él mismo, pregonero de las fiestas;;
Barrio;1998;;;;;;movie;;;;action;Prats Luque, Matías;m;14 September 1953;birth date;actor;Presentador Telediario;(uncredited) (archive footage);
Barrio;1998;;;;;;movie;;;;family;Prats Luque, Matías;m;14 September 1953;birth date;actor;Presentador Telediario;(uncredited) (archive footage);
Barrio;1998;;;;;;movie;;;;war;Prats Luque, Matías;m;14 September 1953;birth date;actor;Presentador Telediario;(uncredited) (archive footage);
Barrio;1998;;;;;;movie;;;;action;Prats Luque, Matías;m;Madrid, Spain;birth notes;actor;Presentador Telediario;(uncredited) (archive footage);
Barrio;1998;;;;;;movie;;;;family;Prats Luque, Matías;m;Madrid, Spain;birth notes;actor;Presentador Telediario;(uncredited) (archive footage);
Barrio;1998;;;;;;movie;;;;war;Prats Luque, Matías;m;Madrid, Spain;birth notes;actor;Presentador Telediario;(uncredited) (archive footage);
Campeones;1997;;;;;;movie;;;;;Prats Cañete, Matías;m;4 December 1913;birth date;actor;;(voice);70
